"codigopostalid","poblacionid","poblacion","provinciaid","provincia","ineid","lat","lon"
"08589","195","Sant Agustí de Lluçanès","08","Barcelona","08195000000","2.127538160","42.084817210"
"08589","201","Sant Boi de Lluçanès","08","Barcelona","08201000000","2.151782080","42.057456930"
"08589","160","Perafita","08","Barcelona","08160000000","2.106579400","42.042109400"
"08589","271","Sobremunt","08","Barcelona","08271000000","2.167157280","42.035998800"
"08589","253","Santa Maria de Besora","08","Barcelona","08253000000","2.256963270","42.126824020"
"08589","131","Montesquiu","08","Barcelona","08131000000","2.209401320","42.109466460"
"08590","134","Figaró-Montmany","08","Barcelona","08134000000","2.247433330","41.712552780"
"08591","014","Aiguafreda","08","Barcelona","08014000000","2.250667850","41.768407750"
"08592","224","Sant Martí de Centelles","08","Barcelona","08224000000","2.204572460","41.765819420"
"08593","276","Tagamanent","08","Barcelona","08276000000","2.266236590","41.738758360"
"08600","022","Berga","08","Barcelona","08022000000","1.844024700","42.103288740"
"08604","057","Castell de l'Areny","08","Barcelona","08057000000","1.945346830","42.173424430"
"08605","130","Montclar","08","Barcelona","08130000000","1.765253780","42.018600350"
"08610","011","Avià","08","Barcelona","08011000000","1.825107580","42.075239660"
"08611","144","Olvan","08","Barcelona","08144000000","1.905220950","42.057631810"
"08612","132","Montmajor","08","Barcelona","08132000000","1.733968040","42.007217740"
"08613","299","Vilada","08","Barcelona","08299000000","1.928726710","42.137344410"
"08614","078","L'Espunyola","08","Barcelona","08078000000","1.783703700","42.053724160"
"08619","050","Castellar del Riu","08","Barcelona","08050000000","1.760095590","42.119874650"
"08619","216","Sant Jaume de Frontanyà","08","Barcelona","08216000000","2.024379690","42.187208800"
"08619","188","Sagàs","08","Barcelona","08188000000","1.963223010","42.052234840"
"08619","255","Santa Maria de Merlès","08","Barcelona","08255000000","1.978041860","42.001499210"
"08619","045","Capolat","08","Barcelona","08045000000","1.753024490","42.078243130"
"08619","177","La Quar","08","Barcelona","08177000000","1.973827620","42.105828020"
"08619","024","Borredà","08","Barcelona","08024000000","1.993992350","42.135448370"
"08620","263","Sant Vicenç dels Horts","08","Barcelona","08263000000","2.010656010","41.392724640"
"08629","289","Torrelles de Llobregat","08","Barcelona","08289000000","1.981313900","41.356709590"
"08630","001","Abrera","08","Barcelona","08001000000","1.902210180","41.517943520"
"08635","208","Sant Esteve Sesrovires","08","Barcelona","08208000000","1.873850150","41.493313750"
"08640","147","Olesa de Montserrat","08","Barcelona","08147000000","1.893873090","41.545840160"
"08650","191","Sallent","08","Barcelona","08191000000","1.896570430","41.823657700"
"08660","018","Balsareny","08","Barcelona","08018000000","1.877600630","41.863229490"
"08670","141","Navàs","08","Barcelona","08141000000","1.878461470","41.900849500"
"08672","090","Gaià","08","Barcelona","08090000000","1.925709470","41.916621430"
"08673","308","Viver i Serrateix","08","Barcelona","08308000000","1.776592090","41.946219610"
"08680","092","Gironella","08","Barcelona","08092000000","1.883623160","42.034214190"
"08690","244","Santa Coloma de Cervelló","08","Barcelona","08244000000","2.014833850","41.366314600"
"08691","127","Monistrol de Montserrat","08","Barcelona","08127000000","1.844265260","41.610779640"
"08692","175","Puig-reig","08","Barcelona","08175000000","1.881519320","41.970869150"
"08693","049","Casserres","08","Barcelona","08049000000","1.842593280","42.013714330"
"08694","903","Sant Julià de Cerdanyola","08","Barcelona","08903000000","1.892996340","42.223969460"
"08694","099","Guardiola de Berguedà","08","Barcelona","08099000000","1.877770730","42.231179440"
"08695","016","Bagà","08","Barcelona","08016000000","1.861896640","42.252700530"
"08695","093","Gisclareny","08","Barcelona","08093000000","1.787672110","42.253146870"
"08696","166","La Pobla de Lillet","08","Barcelona","08166000000","1.974749240","42.244307780"
"08696","052","Castellar de n'Hug","08","Barcelona","08052000000","2.017156540","42.282873400"
"08697","190","Saldes","08","Barcelona","08190000000","1.736092510","42.229317920"
"08697","910","Josa i Tuixén","25","Lleida","25910000000","1.566210680","42.231490100"
"08698","268","Cercs","08","Barcelona","08268000000","1.859404180","42.146664310"
"08698","142","La Nou de Berguedà","08","Barcelona","08142000000","1.885242520","42.165975750"
"08699","144","Olvan","08","Barcelona","08144000000","1.905220950","42.057631810"
"08699","011","Avià","08","Barcelona","08011000000","1.825107580","42.075239660"
"08699","080","Fígols","08","Barcelona","08080000000","1.836652890","42.181623100"
"08699","293","Vallcebre","08","Barcelona","08293000000","1.818207180","42.203922930"
"08699","190","Saldes","08","Barcelona","08190000000","1.736092510","42.229317920"
"08700","102","Igualada","08","Barcelona","08102000000","1.618295880","41.578950960"
"08710","250","Santa Margarida de Montbui","08","Barcelona","08250000000","1.604898090","41.556595970"
"08711","143","Òdena","08","Barcelona","08143000000","1.638468210","41.605410910"
"08712","226","Sant Martí de Tous","08","Barcelona","08226000000","1.524551780","41.559916060"
"08717","008","Argençola","08","Barcelona","08008000000","1.443490930","41.597666950"
"08717","216","Talavera","25","Lleida","25216000000","1.338576170","41.582986060"
"08717","133","Montmaneu","08","Barcelona","08133000000","1.415415360","41.625529070"
"08718","028","Cabrera d'Anoia","08","Barcelona","08028000000","1.702969580","41.478291810"
"08719","185","Rubió","08","Barcelona","08185000000","1.578328740","41.644439020"
"08719","103","Jorba","08","Barcelona","08103000000","1.545645150","41.601643870"
"08719","063","Castellolí","08","Barcelona","08063000000","1.700539440","41.598581260"
"08720","305","Vilafranca del Penedès","08","Barcelona","08305000000","1.697746700","41.347212100"
"08729","058","Castellet i la Gornal","08","Barcelona","08058000000","1.633523680","41.263183870"
"08730","251","Santa Margarida i els Monjos","08","Barcelona","08251000000","1.664008120","41.321865260"
"08731","013","Avinyonet del Penedès","08","Barcelona","08013000000","1.776929520","41.361538440"
"08731","227","Sant Martí Sarroca","08","Barcelona","08227000000","1.610790360","41.386413030"
"08732","058","Castellet i la Gornal","08","Barcelona","08058000000","1.633523680","41.263183870"
"08732","065","Castellví de la Marca","08","Barcelona","08065000000","1.619326060","41.326147490"
"08733","164","El Pla del Penedès","08","Barcelona","08164000000","1.712931590","41.417883820"
"08734","145","Olèrdola","08","Barcelona","08145000000","1.721016220","41.319892660"
"08734","013","Avinyonet del Penedès","08","Barcelona","08013000000","1.776929520","41.361538440"
"08735","304","Vilobí del Penedès","08","Barcelona","08304000000","1.662098200","41.389416990"
"08736","085","Font-rubí","08","Barcelona","08085000000","1.588691730","41.437080590"
"08737","288","Torrelles de Foix","08","Barcelona","08288000000","1.572424230","41.387394110"
"08738","168","Pontons","08","Barcelona","08168000000","1.516898130","41.416101170"
"08739","273","Subirats","08","Barcelona","08273000000","1.796445900","41.381371130"
"08739","085","Font-rubí","08","Barcelona","08085000000","1.588691730","41.437080590"
"08740","196","Sant Andreu de la Barca","08","Barcelona","08196000000","1.975239250","41.446756590"
"08750","123","Molins de Rei","08","Barcelona","08123000000","2.017369080","41.413211100"
"08753","157","Pallejà","08","Barcelona","08157000000","1.996106610","41.424124840"
"08754","158","El Papiol","08","Barcelona","08158000000","2.010422930","41.438876890"
"08755","054","Castellbisbal","08","Barcelona","08054000000","1.980461760","41.474860940"
"08756","905","La Palma de Cervelló","08","Barcelona","08905000000","1.965614050","41.412811840"
"08757","072","Corbera de Llobregat","08","Barcelona","08072000000","1.929147390","41.414811330"
"08758","068","Cervelló","08","Barcelona","08068000000","1.953312190","41.395757810"
"08759","295","Vallirana","08","Barcelona","08295000000","1.931076490","41.385429320"
"08760","114","Martorell","08","Barcelona","08114000000","1.919137470","41.478003280"
"08769","066","Castellví de Rosanes","08","Barcelona","08066000000","1.898917280","41.449132180"
"08770","202","Sant Celoni","08","Barcelona","08202000000","2.489840400","41.689717400"
"08770","240","Sant Sadurní d'Anoia","08","Barcelona","08240000000","1.790068770","41.424710500"
"08773","122","Mediona","08","Barcelona","08122000000","1.609561010","41.476029760"
"08775","287","Torrelavit","08","Barcelona","08287000000","1.729933580","41.446806020"
"08776","232","Sant Pere de Riudebitlles","08","Barcelona","08232000000","1.703312450","41.453877080"
"08777","236","Sant Quintí de Mediona","08","Barcelona","08236000000","1.663410020","41.462526700"
"08779","104","La Llacuna","08","Barcelona","08104000000","1.534553980","41.472729680"
"08780","157","Pallejà","08","Barcelona","08157000000","1.996106610","41.424124840"
"08781","162","Els Hostalets de Pierola","08","Barcelona","08162000000","1.787435190","41.551919180"
"08782","208","Sant Esteve Sesrovires","08","Barcelona","08208000000","1.873850150","41.493313750"
"08782","119","Masquefa","08","Barcelona","08119000000","1.811084150","41.502635210"
"08783","119","Masquefa","08","Barcelona","08119000000","1.811084150","41.502635210"
"08784","161","Piera","08","Barcelona","08161000000","1.747111830","41.520799500"
"08785","292","Vallbona d'Anoia","08","Barcelona","08292000000","1.705669520","41.518944580"
"08786","044","Capellades","08","Barcelona","08044000000","1.686314900","41.531371210"
"08787","048","Carme","08","Barcelona","08048000000","1.620954440","41.531209600"
"08787","152","Orpí","08","Barcelona","08152000000","1.575201720","41.519149690"
"08787","257","Santa Maria de Miralles","08","Barcelona","08257000000","1.530098500","41.499261630"
"08787","165","La Pobla de Claramunt","08","Barcelona","08165000000","1.673573150","41.558345350"
"08788","302","Vilanova del Camí","08","Barcelona","08302000000","1.639334120","41.571618020"
"08789","286","La Torre de Claramunt","08","Barcelona","08286000000","1.658731370","41.533791080"
"08790","091","Gelida","08","Barcelona","08091000000","1.861368310","41.440534140"
"08791","222","Sant Llorenç d'Hortons","08","Barcelona","08222000000","1.825330040","41.468175640"
"08792","094","La Granada","08","Barcelona","08094000000","1.719770160","41.377372970"
"08792","249","Santa Fe del Penedès","08","Barcelona","08249000000","1.721239790","41.384757330"
"08793","013","Avinyonet del Penedès","08","Barcelona","08013000000","1.776929520","41.361538440"
"08794","027","Les Cabanyes","08","Barcelona","08027000000","1.689269870","41.371129570"
"08795","146","Olesa de Bonesvalls","08","Barcelona","08146000000","1.848854880","41.353354070"
"08796","154","Pacs del Penedès","08","Barcelona","08154000000","1.669609990","41.360671320"
"08797","174","Puigdàlber","08","Barcelona","08174000000","1.700481940","41.405538910"
"08798","206","Sant Cugat Sesgarrigues","08","Barcelona","08206000000","1.753082130","41.364462060"
"08798","013","Avinyonet del Penedès","08","Barcelona","08013000000","1.776929520","41.361538440"
"08799","145","Olèrdola","08","Barcelona","08145000000","1.721016220","41.319892660"
"08800","307","Vilanova i la Geltrú","08","Barcelona","08307000000","1.723839900","41.227219910"
"08801","279","Terrassa","08","Barcelona","08279000000","2.012151410","41.562363460"
"08810","231","Sant Pere de Ribes","08","Barcelona","08231000000","1.771974850","41.260693240"
"08811","043","Canyelles","08","Barcelona","08043000000","1.722391270","41.286832840"
"08812","231","Sant Pere de Ribes","08","Barcelona","08231000000","1.771974850","41.260693240"
"08818","148","Olivella","08","Barcelona","08148000000","1.810631740","41.310360880"
"08820","169","El Prat de Llobregat","08","Barcelona","08169000000","2.092623600","41.330958480"
"08830","200","Sant Boi de Llobregat","08","Barcelona","08200000000","2.041821160","41.342537100"
"08840","301","Viladecans","08","Barcelona","08301000000","2.018247150","41.317325290"
"08849","204","Sant Climent de Llobregat","08","Barcelona","08204000000","1.995756660","41.336362380"
"08850","089","Gavà","08","Barcelona","08089000000","2.003299040","41.303316660"
"08859","020","Begues","08","Barcelona","08020000000","1.923976540","41.330706350"
"08860","056","Castelldefels","08","Barcelona","08056000000","1.976806410","41.278773430"
"08870","270","Sitges","08","Barcelona","08270000000","1.805684230","41.237169440"
"08871","270","Sitges","08","Barcelona","08270000000","1.805684230","41.237169440"
"08880","074","Cubelles","08","Barcelona","08074000000","1.672826720","41.208725840"
"08901","101","L'Hospitalet de Llobregat","08","Barcelona","08101000000","2.101382870","41.359770510"
"08902","101","L'Hospitalet de Llobregat","08","Barcelona","08101000000","2.101382870","41.359770510"
"08903","101","L'Hospitalet de Llobregat","08","Barcelona","08101000000","2.101382870","41.359770510"
"08904","101","L'Hospitalet de Llobregat","08","Barcelona","08101000000","2.101382870","41.359770510"
"08905","101","L'Hospitalet de Llobregat","08","Barcelona","08101000000","2.101382870","41.359770510"
"08906","101","L'Hospitalet de Llobregat","08","Barcelona","08101000000","2.101382870","41.359770510"
"08907","101","L'Hospitalet de Llobregat","08","Barcelona","08101000000","2.101382870","41.359770510"
"08908","101","L'Hospitalet de Llobregat","08","Barcelona","08101000000","2.101382870","41.359770510"
"08911","015","Badalona","08","Barcelona","08015000000","2.246253680","41.452624810"
